,cate,product,cost,review_star,review,tag
105,Apps & Games,Cats 3D Robots,$9.00,1,"It's pretty crappy that a purchase can be made, even with parental controls set, and a purchase pin required. $9 for an absolutely worthless game. I'm ready to cancel my Amazon account.",negative
106,Apps & Games,Cats 3D Robots,$9.00,1,How is it that an app can be downloaded without permission? Then charge your account $9. This is a scam and I want a refund! It is terrible what people will do to kids to get them to click on something then charge them for something without permission.,negative
107,Apps & Games,Cats 3D Robots,$9.00,1,This is a scam! My son was able to download with parental control on. The app said it was free and it was actually $9.00.,negative
108,Apps & Games,Cats 3D Robots,$9.00,1,"Mi hijo pudo comprarlo aún con las restricciones que le tengo, el solo tiene 4 años... deberían sacar esta app de la tienda.",negative
109,Apps & Games,Cats 3D Robots,$9.00,1,This app automatically downloaded on my child's device despite the parental controls set & it charged my debit card! Ridiculous!,negative
110,Apps & Games,Cats 3D Robots,$9.00,1,"This app somehow allowed my son to spend $9 in one click, without a pin. And I can’t figure out how to get out money back. He hasn’t even opened the app. 😠",negative
111,Apps & Games,Cats 3D Robots,$9.00,1,This item should be removed from the app store immediately absolutely unacceptable designed to trick small children and no option for refund. Was able to purchase even though parental lock was engaged.,negative
112,Apps & Games,Spin Your Weapon and Shoot Aim,$8.00,1,This was an accidental purchase from a child and I want a refund. This game is disgusting and I don't even know how it was able to be purchased when parental lock was on!,negative
113,Apps & Games,Spin Your Weapon and Shoot Aim,$8.00,1,"This is awful. This game was downloaded by a kid - through the parental controls. What a scam that you cannot buy a ""kid"" tablet if the parental controls and one click purchases are allowed. I want my money back!",negative
114,Apps & Games,Spin Your Weapon and Shoot Aim,$8.00,1,"Settings are for only downloading free games, a pin is required for purchases yet somehow I was charged. I am requesting a refund. Thank you.",negative
115,Apps & Games,Spin Your Weapon and Shoot Aim,$8.00,1,My 3 year old grandson purchased this app a accidentally while playing a game. Such a shame these games are so easy to purchase. I believe he spent over $50 on these games . Unfortunately He will no longer be allowed to play on his pad.,negative
116,Apps & Games,Spin Your Weapon and Shoot Aim,$8.00,1,A 5 yr old should not be allowed to download apps while Parental Controls are on. Refund expected!,negative
117,Apps & Games,Spin Your Weapon and Shoot Aim,$8.00,1,Very disturbed that this is so easy to download on an Amazon fire by a child with an $8 charge. Immediately deleted and will be seeking a refund.,negative
118,Apps & Games,Spin Your Weapon and Shoot Aim,$8.00,1,Not for my 6 year old (guns),negative
119,Apps & Games,Spin Your Weapon and Shoot Aim,$8.00,1,accidentally ordered by my son and no refund option was available to use once it started downloading,negative
120,Apps & Games,Spin Your Weapon and Shoot Aim,$8.00,1,scam app that gets past parental control and passwords locks.,negative
121,Apps & Games,Spin Your Weapon and Shoot Aim,$8.00,1,"Son downloaded without my permission and the app disappeared a month later, WTF!!!!",negative
122,Apps & Games,Stick Invaders,$7.99,3,Same as other game not much to them and becomes unchallenging after going through it a couple of times,fair
123,Apps & Games,Stick Invaders,$7.99,1,It takes a password to buy games on my kids tablets. This is a complete nightmare and a complete mess! I don’t want these at all!,negative
124,Apps & Games,Stick Invaders,$7.99,1,"Have parental lock on tablet, Ad came up on a game &my kid hit exit and it bought it instead! This is a scam! NEED A REFUND!",negative
125,Apps & Games,Stick Invaders,$7.99,1,Dislike. This game was bought with parent control on. I need a refund.,negative
126,Apps & Games,Stick Invaders,$7.99,1,My kids kindle is locked so she can't buy anything. And this automatically down loaded. I want a refund asap.,negative
127,Apps & Games,Stick Invaders,$7.99,1,Kiddo on a locked down tablet was still able to order this garbage. Please refund.,negative
128,Apps & Games,Stick Invaders,$7.99,1,My daughter bought this game without knowing she is only 3 years old.. I need a refund,negative
129,Apps & Games,Stick Invaders,$7.99,1,My daughter order this..Why have parent control if they can still purchase thing like this...i want a refund,negative
130,Apps & Games,Stick Invaders,$7.99,1,Need a refund. My daughter downloaded it on accident and she knows not to but it must be an easy thing to download fast.,negative
131,Apps & Games,Stick Invaders,$7.99,1,My kid table is lock down why this still download,negative
132,Apps & Games,Crazy Going Ball Slide Ball,$1.99,1,scam app that gets past parental control and passwords locks.,negative
133,Apps & Games,Crazy Going Ball Slide Ball,$1.99,1,Mi hijo pequeño lo compro no me di cuenta y eso paso por poner latarjeta que te pide la tablet cuando la compras muy mal,negative
134,Apps & Games,Hero Equip,$5.99,5,This game is fun and easy. also its my favorite game! Really download this game.,positive
135,Apps & Games,Hero Equip,$5.99,5,Need a refund...it was an accidental purchase.,positive
136,Apps & Games,Hero Equip,$5.99,1,Would like a refund my son by passed parental control somehow and purchased it ! I see this has happened a lot with this game !,negative
137,Apps & Games,Hero Equip,$5.99,1,Got to level 2 and unable to progress. Will be contacting Amazon for refund.,negative
138,Apps & Games,Hero Equip,$5.99,1,Need a refund. Bought by mistake. My child purchased this because it bypassed parental controls.,negative
139,Apps & Games,Hero Equip,$5.99,1,Horrible that this app can bypass kid feature of not buying apps.,negative
140,Apps & Games,Hero Equip,$5.99,1,my daughter bought this game by accident and i need a refund. Also something needs to be fix so this won’t happened again,negative
141,Apps & Games,Hero Equip,$5.99,1,Despite restrictions. Child downloaded. Expect full refund immediately !,negative
142,Apps & Games,Hero Equip,$5.99,1,Somehow one of my daughters bypassed controls and purchased this game.,negative
143,Apps & Games,Hero Equip,$5.99,1,Error in downloading. My son accessed bypassing parental controls. Need a refund.,negative
144,Apps & Games,Twerk Star: Run and Jiggle,$6.99,5,It is fun and good,positive
145,Apps & Games,Twerk Star: Run and Jiggle,$6.99,5,it's so easy,positive
146,Apps & Games,Twerk Star: Run and Jiggle,$6.99,1,Some how there are so many games that are being able to be purchased without entering the parental code. Its a constant and expensive inconvenience for me for sure. What purpose does the parental code serve if it isn't effective for the very thing parents try to avoid? (Constant purchases of apps from our kids),negative
147,Apps & Games,Twerk Star: Run and Jiggle,$6.99,1,i have not order any of these apps so i would like them to be canceled.,negative
148,Apps & Games,Twerk Star: Run and Jiggle,$6.99,1,"These games pop up as an add and even if you just ""x"" them out they still charge your card!!",negative
149,Apps & Games,Twerk Star: Run and Jiggle,$6.99,1,"Even with in app purchases disabled, my kid was still able to download this and charge my account. Banana games should be removed and banned from Amazon.",negative
150,Apps & Games,Twerk Star: Run and Jiggle,$6.99,1,"Agree with others. Had parental control on, yet kid can still download this crap. I want a refund!!!",negative
151,Apps & Games,Twerk Star: Run and Jiggle,$6.99,1,My son had downloaded this and mind you he is 4!!! No way should this be labeled as a child’s game!!! I wish I could give this negative 5 ⭐️s! REMOVE THIS FROM AMAZON THIS IS GROSS.,negative
152,Apps & Games,Twerk Star: Run and Jiggle,$6.99,1,"I have all the parental controls activated, and yet my child was still allowed to purchase this app without a password!",negative
153,Apps & Games,Twerk Star: Run and Jiggle,$6.99,1,Stop! 4 yr old can't read and ads pop up he pushes a button and buys!,negative
154,Apps & Games,Just Snowboard Adventure Party,$5.99,5,kiddos loves this game 👍🏻,positive
155,Apps & Games,Just Snowboard Adventure Party,$5.99,1,"Scam game, downloaded and paid without parent consent.",negative
156,Apps & Games,Just Snowboard Adventure Party,$5.99,1,my son was able to purchased this app with parental control on and 1 click setting off,negative
157,Apps & Games,Just Snowboard Adventure Party,$5.99,1,"This app is tricking people into downloading itself, by pretending letting you see the details of the app",negative
158,Apps & Games,Just Snowboard Adventure Party,$5.99,1,Tricks you into buying. Not reliable.,negative
159,Apps & Games,Just Snowboard Adventure Party,$5.99,1,"This app is tricking people into downloading itself, by pretending letting you see the details of the app",negative
160,Apps & Games,Just Snowboard Adventure Party,$5.99,1,"This was really bad, It tricked my son!😠😡0 stars! Whoever put a good review on this is obviously joking.",negative
161,Apps & Games,Just Snowboard Adventure Party,$5.99,1,My child bought these by mistake,negative
162,Apps & Games,Just Snowboard Adventure Party,$5.99,1,"This app was just added to my son's tablet without him downloading. Please look into, block and refund my purchase.",negative
163,Apps & Games,Just Snowboard Adventure Party,$5.99,1,"tricks you into buying, didn't even want this. Wish there was no stars",negative
164,Apps & Games,Epic Slingshot 3D,$7.99,1,"My son “accidentally” downloaded this game. I was mad that he downloaded a game that costs almost $10 and told him he needed to keep it and actually play it. Usually he downloads a game and then deletes it within 5 min when he decides he doesn’t like it. Well then I saw him playing it. You shoot a guy out of a sling shot who then shoots a gun at schools and school buses, among other people and things. We made him delete it immediately. How is this even allowed?",negative
165,Apps & Games,Epic Slingshot 3D,$7.99,2,Good,negative
166,Apps & Games,Epic Slingshot 3D,$7.99,1,My son sitting next to me was scammed and pressed an x to exit ad and it went to purchase this immediately and I witnessed all of this. The purchase was a scam! 😡,negative
167,Apps & Games,Epic Slingshot 3D,$7.99,1,This app was purchased by kids despite parental controls. I need to be contacted about a refund.,negative
168,Apps & Games,Epic Slingshot 3D,$7.99,1,"You can't get a refund for this item, I have all purchases need a password code before payment and this app bypassed that and there is no way of getting a refund",negative
169,Apps & Games,Epic Slingshot 3D,$7.99,1,This was “bought” by my son while I have parental control over purchases. Now that I read the reviews almost every single one is the same issue. I want my 8 dollars back,negative
170,Apps & Games,Epic Slingshot 3D,$7.99,1,My son purchased this I want to cancel it..,negative
171,Apps & Games,Epic Slingshot 3D,$7.99,1,Scam purchase,negative
172,Apps & Games,Epic Slingshot 3D,$7.99,1,Had in app-purchasing off and yet it was able to download and charge me by a 3 year old. Please give me my money back,negative
173,Apps & Games,Epic Slingshot 3D,$7.99,1,Need to cancel.. daughter downloaded by mistake. We had parental control on so he could not order. But it did anyway,negative
174,Apps & Games,Squash It 3D,$7.99,2,my 4 year old sister used my credit card and used all the money i want refund. but it might be a fun game to play?,negative
175,Apps & Games,Squash It 3D,$7.99,1,"This was purchased by my granddaughter on an Android tablet with the parental control activated. Don’t know how that happened, but it was very expensive and very boring. I tried to get a refund but could not do it on the Amazon Website and cannot find a number to call!!!!",negative
176,Apps & Games,Squash It 3D,$7.99,1,My daughter purchased this with parental control on I want a REFUND!!!!,negative
177,Apps & Games,Squash It 3D,$7.99,1,"I would like a refund, my child purchased this with parental lock on",negative
178,Apps & Games,Squash It 3D,$7.99,1,I dislike this game because it’s on a ad and my child accidentally bought it I would like my refund if so please,negative
179,Apps & Games,Squash It 3D,$7.99,1,Child downloaded with parental setting I want a refund!!,negative
180,Apps & Games,Squash It 3D,$7.99,1,Horrible!! My child purchased this app by pressing one button without my knowledge. This is a scam,negative
181,Apps & Games,Squash It 3D,$7.99,1,"I would like a refund, my child purchased this with parental lock on",negative
182,Apps & Games,Squash It 3D,$7.99,1,"Unable to CANCEL, very disappointed",negative
183,Apps & Games,Squash It 3D,$7.99,1,That you can purchase this app by sweeping way the ad is a scam,negative
184,Apps & Games,Ragdoll Bones Breaker,$8.99,5,I have two small dogs and this is great for walking them and the light will be great at night in the campground,positive
185,Apps & Games,Ragdoll Bones Breaker,$8.99,5,Insert something here,positive
186,Apps & Games,Ragdoll Bones Breaker,$8.99,1,"Just lost $10. This ""scam"" of an app just managed to get past my parental controls and cost me money. Why is this app available for download if it's a scam??????? This is the second game that was managed to get past my parental controls. Now I'm going to have to do a check on my fire to ensure there are no viruses and changed my PC password.",negative
187,Apps & Games,Ragdoll Bones Breaker,$8.99,1,Downloads without parental permission! Bypasses all parental codes!!,negative
188,Apps & Games,Ragdoll Bones Breaker,$8.99,1,scam app that gets past parental control and passwords locks.,negative
189,Apps & Games,Ragdoll Bones Breaker,$8.99,1,Paid money for this game and it is swarming with ads. Terrible.,negative
190,Apps & Games,Ragdoll Bones Breaker,$8.99,,No parent bypass review!!!,fair
191,Apps & Games,Fatty Roll,$9.00,1,"Disabled 1-click purchase but amazon for some reason allows for apps to pop up with pay walls from the start to the point where if you click out it opens up the purchase store. My kid purchased nearly $44 worth of apps, and I can't manage to get my money back. I saw him do it, it literally pops up and when he clicks out of the app it pops up for purchase. these games target kids.",negative
192,Apps & Games,Fatty Roll,$9.00,1,"Aplicacion totalmente engañosa, se salta todos los controles de contro parental y permite que los niños la descarguen y compren de una manera ridicula. Aamazon deberia recurrir esto y devolver el dinero que ha sido estafado por esta gente, tambien es necesario una opcion de reembolso en las aplicaciones para estos casos.",negative
193,Apps & Games,Fatty Roll,$9.00,1,"How dare you have a way to allow kids to bypass Parental Controls. I had strict Parental Controls in place and I still got a notification that ""fatty roll"" was successfully downloaded. Almost makes me wonder what I might find if I had the game and it's code investigated. Surveillance perhaps???",negative
194,Apps & Games,Fatty Roll,$9.00,1,Terrible game and it forced a download as an add and bypassed the password to spend money on it. Never let my little girl played it. Trying to contact Amazon for a refund.,negative
195,Apps & Games,Fatty Roll,$9.00,1,They charge $9.00 for this game because they know kids will download it not realizing it costs money. Game is garbage. Amazon is wrong for this. There needs to be a refund feature on games.,negative
196,Apps & Games,Fatty Roll,$9.00,1,"SCAM.
Let my child get it without password and charged for it. It says makeup and other crap in the description and that is a lie. THIS IS A SCAM TO GET YOUR MONEY",negative
197,Apps & Games,Fatty Roll,$9.00,1,Uh What The Fatty Roll That's Rude This Keeps Being Installed And No-one Did It Fatty Roll Just Sounds Weird And Rude,negative
198,Apps & Games,Fatty Roll,$9.00,1,My child was able to purchase this app even though parental controls were on.,negative
199,Apps & Games,Fatty Roll,$9.00,1,"baby click on this and it was down loaded. Not something I wanted. It was immediately deleted. What about a refund?
How to cancel this epic fatty roll game for a refund?",negative
200,Apps & Games,Fatty Roll,$9.00,1,"Forced to buy in the ad pop-up of another game, no way to close the ad.",negative
201,Apps & Games,Stumble Guys,$9.99,4,It's a really good game and I love it except that on my fire tablet I can't get version 39 so I'm stuck with 37 and that means I can't play with my iPad-owning friends. Please fix this!,positive
202,Apps & Games,Stumble Guys,$9.99,4,This game is really good and the quality is super good but im not able to purchase anything because the Appstore doesn't link up to the app. Overall a pretty good game.,positive
203,Apps & Games,Stumble Guys,$9.99,4,I got the app when it was free,positive
204,Apps & Games,Stumble Guys,$9.99,5,"This is a great game. It reminds me of fall guys alot. Stumble guys is a freaking good game. I love it so much that I play it every day. I just can't figure out how many real bucks I can buy for coins. It won't let me buys coins with real money. Plus I can't use ads to get rewards. Its confusing. All in all, stumble guys is great.",positive
205,Apps & Games,Stumble Guys,$9.99,4,"This is great for people who can't play fall guys on kindle, but it definitely needs some work.Add more maps and skins soon please.Other than that, good game, play this if you can't play fall guys.",positive
206,Apps & Games,Stumble Guys,$9.99,4,I was u got got more skins at the start!,positive
207,Apps & Games,Stumble Guys,$9.99,4,"I can't update !y game so 4stars
CAnt update",positive
208,Apps & Games,Stumble Guys,$9.99,5,I play this game when I am bored and it always makes me happy. It's great and you can play with friends but it doesn't have the same game code as my friends. This one has the game code 0.37 and all of my friends have the game code 0.39. (You have to have the same game code as your friends to play with them\join their party.) Other than that AWESOME game!,positive
209,Apps & Games,Stumble Guys,$9.99,5,good,positive
210,Apps & Games,Stumble Guys,$9.99,5,It's a very well made game and it doesn't get stale fast for a knockoff of fall guys,positive
211,Apps & Games,Fury Fight,$6.99,2,thank you,negative
212,Apps & Games,Fury Fight,$6.99,1,No matter what controls are put on the tablets for a child not to be able to download then with one click they can. This was a trick to get my 3 yr old grandson to download. Not acceptable by any means and I want a refund.,negative
213,Apps & Games,Fury Fight,$6.99,1,Bypassed parental control setting. 3 year old clicked into it by mistake. I need a refund as this game is not authorized by an adult nor a age appropriate game. Where is the merchant details?,negative
214,Apps & Games,Fury Fight,$6.99,1,Bypassed parental control setting. 3 year old clicked into it by mistake. I need a refund as this game is not authorized by an adult nor a age appropriate game. Want my refund.,negative
215,Apps & Games,Fury Fight,$6.99,1,This app managed to get past the parental settings on my son's tablet and did not require a password. Guess I'm stuck with the charge thanks to Amazon's games and apps policies.,negative
216,Apps & Games,Fury Fight,$6.99,1,I'm in tge same boat as everyone else. My 4 year old downloaded this game way to easily and would like a refund,negative
217,Apps & Games,Fury Fight,$6.99,1,Need refund!! Unauthorized purchase,negative
218,Apps & Games,Fury Fight,$6.99,1,Was able to download this game even with strict parental controls.,negative
219,Apps & Games,Fury Fight,$6.99,1,Need to cancel.. grandson downloaded by mistake. We had parental control on so he could not order. But it did anyway,negative
220,Apps & Games,Fury Fight,$6.99,1,Need to cancel this. My kids somehow got our password and ordered this game without asking us.,negative
221,Apps & Games,Just Rope Like Tangle,$6.99,5,Kids live it,positive
222,Apps & Games,Just Rope Like Tangle,$6.99,1,scam app that gets past parental control and passwords locks.,negative
223,Apps & Games,Toca Life: Neighborhood,$3.99,5,Kids game,positive
224,Apps & Games,Toca Life: Neighborhood,$3.99,4,"Welcome to PeytonPlays guys! I got this game three days ago. It looked really really fun! It was. But then I was looking behind all the paintings and I found a Quija board. Those really scare me.😬 and those boards are evil. They are bad. Like really bad!! Toca boca, what were you thinking? Little kids could see that and think it's ok. Toca boca, I'm dead serious. You better get rid of this. I mean, I know that you use that board and the crystal ball to Summon a sloth ghost (which I absolutely love!!!) But can't you just do the crystal ball and that little pink crystal instead???? Please?? It makes me really uncomfortable. I tried to throw it away but always, it came back. I wish when you throw away something it would stay there and if you want to bring some thing back from the trash, there should be a button to do that. But, back to the game, I love it. I think there should be more stuff but it's fun! (By the way, to get into the club part of the robot cafe is to open that big metal thing at the back of the cafe and put all of the things on purple triangle. I know it sounds confusing but, just do it and you'll understand.) This game is a lot more fun on toca boca life world. So, yeah! Also toca boca, you should make a toca boca life mall (a bunch of things you find in a mall) toca life space station (first you can be on earth with your family, then at NASA, then you get in the rocket and go to another planet and you find aliens etc.) To a life creation (you make your own world and toca people and let's etc.) Toca life conection ( you go online with other people and you can chat and play toca life games.) And toca life America. (You can like move all over the country with your toca person family and there will be stuff that the state's actually have like the white house etc.) Thanks for reading guys. I'm sorry it's so long but I can't help it. Byeee!!!!😄❤",positive
225,Apps & Games,Toca Life: Neighborhood,$3.99,4,Great. Kids love it,positive
226,Apps & Games,Toca Life: Neighborhood,$3.99,3,I was in this app some I found a glitch in the game a character was stuck and floating on the screen please fix this problem,fair
227,Apps & Games,Toca Life: Neighborhood,$3.99,5,Great for the Kids! Hours and Hours and Hours of Fun!,positive
228,Apps & Games,Toca Life: Neighborhood,$3.99,5,I love this game! I think you should get this it is amazing! 5/5,positive
229,Apps & Games,Toca Life: Neighborhood,$3.99,5,far? Edit?! Edit that this makes the game. And it has no idea why the other people have said the word is that it would just have the best choice and not.,positive
230,Apps & Games,Toca Life: Neighborhood,$3.99,5,"This game is so fun, but I dont like how most of the games do cost money but overall I love this game. I definitely recommend",positive
231,Apps & Games,Toca Life: Neighborhood,$3.99,5,It's great and I love the secrets especially the sloth ghost one but within a week it got boring for me because it does not have much locations and no screen recording button,positive
232,Apps & Games,Toca Life: Neighborhood,$3.99,3,My brother Gets them Without them saying that he can't play them And that's the same thing that's happened to me with this game You guys have made me really mad toca Maybe make it so I can play it,fair
233,Apps & Games,Fan Defence,$7.00,1,i have my account blocked to prevent buying any games and my grandson bought this thinking he was buying a sonic watch the game will never be played because it is on my tablet. this should of never been allowed to happen,negative
234,Apps & Games,Fan Defence,$7.00,1,"No kid block like most all the other games. Especially costing money. We did not purchase, trying to get a refund. I don't want to even give them 1 star, UT had no choice.",negative
235,Apps & Games,Fan Defence,$7.00,1,My child downloaded this stupid game too 😫😫,negative
236,Apps & Games,Fan Defence,$7.00,1,If you don't pay money the game is not worth playing. Not worth it.,negative
237,Apps & Games,Fan Defence,$7.00,1,I don't like that children can download app by accident,negative
238,Apps & Games,Fan Defence,$7.00,1,Like everybody else - bypassed all payment info on kids tablet through pop up ads.,negative
239,Apps & Games,Fan Defence,$7.00,1,What in the absolute f***,negative
240,Apps & Games,Fan Defence,$7.00,1,accidentally ordered by my son and unfortanately there wasn't a refund option,negative
241,Apps & Games,Fan Defence,$7.00,1,Unauthorized app download. I would like a refund! Please refund my account!,negative
242,Apps & Games,Fan Defence,$7.00,,Downloaded and charged for without consent,fair
243,Apps & Games,Toca Life: School,$3.99,5,It's perfect to play It's very fun Definitely download So you should definitely download it!,positive
244,Apps & Games,Toca Life: School,$3.99,5,It is amazing but plz add more places to go because it gets kinda boring with only like 5 places to go. Thank you!,positive
245,Apps & Games,Toca Life: School,$3.99,5,I like all toca games and I know that even that I don't have it on my own Kendal but I once played it on my friends Kendal.But I love these type of games.I really like puzzles once or twice I'll get confused but I'm really smart and my 3rd grade teacher says I'm a bright student and that I'm the smartest student.He said that he has a lot of cofadence in me and that I'm a gifted student but I like this one the best.He all ways says I'm creative and one of my classmates thinks that I'm not the smartest but he asked our teacher he said it was me.I also like the jobi Joni games cuz their like puzzles.And I don't have any homework cuz I'm so smart that puzzles are easy but I really like these types of games and I want all of them but I know I'm not allowed to spend money like I did on Minecraft but I really want the rest of the games.These thing are challenging and very very fun things to do but I like a lot of brain teasers but I like to learn and go to school.But my very most favorite game is prodigy and yes that's a real word it means smart and gifted child.,positive
246,Apps & Games,Toca Life: School,$3.99,4,I love this Game and was waiting for ever to come out for amazon. But something worries me:\ OK before it said it was 2.99 right? And I was looking up tocw life school. And it said it was free really? So I was afraid to download it bc u never know it just even might say free download? But its making u think that but its probably not so I didn't ask parents. I just download it and it said purchasing u never told me that it was 2.99! Just great well I went to my email or something it said 0.00 I was like thew think god I didn't really buy it. See You have to be really careful about buying these games. That say they are free but probably not. Just be careful. Other then that great game TOCa creators,positive
247,Apps & Games,Toca Life: School,$3.99,4,I like it but wish it was free be side of it being free its very fun!great game!,positive
248,Apps & Games,Toca Life: School,$3.99,4,"Toca: School is a great game for all ages and I really enjoy playing it. I love all the details that they put in. I have only a few problems. 1. I wish that in the Youth Club that the balls on the pool table would actually move. That would be cute. I also wish that there was more to do. Instead of having only one classroom why not have two and have there be stairs for the students to use. And one more thing, I wish for the fire alarm that there was an actual fire that you could put out. But overall it is a pretty fun game!😃",positive
249,Apps & Games,Toca Life: School,$3.99,5,"I love your apps, all of them but I have a kindle Fire HD and these games that you make are not for free.😢 My mom doesn't want me to buy anything because I might get into overdrive and buy the whole entire app store. I know you've gotten this 1,000,000,000,000,000,000 times but please,please pretty please with a toca boca ice cream cherry on top make a toca boca with all the games in one or make all of them free. Or just most of them😃. 🙏🙏🙏 I'm like literally begging you..... Oh and I can't wait till April 13 when TOCA HOSPITAL COMES OUT YAYYAYAYYA. I'm also begging you to make that one free because I wanna be a doctor really bad and I wanna get to see the experience of being a doctor. Also it would be a lot of fun 😝 Thanks Toca and really think hard about my suggestion...s",positive
250,Apps & Games,Toca Life: School,$3.99,5,Great,positive
251,Apps & Games,Toca Life: School,$3.99,4,"Its awesome but 1 complaint that when u have the
Characters hold the ping pong paddles nothing happens 😒 not like my town when two characters hold the ping pong paddles they something actually happens oh I know I know a lot of people ask this but please make all games in one! Like what if the farmers wanted to bring his food to the resterant (sorry I don't know how to spell it correctly) or e school kids want to go on vacation and fly on a plane!",positive
252,Apps & Games,Toca Life: School,$3.99,4,"thank for everything toca Boca! but can you update this game??? there can be a graduation room where the kids can all graduate! OH AND THANK YOU FOR MAKING TOCA LIFE WORLD!!!!!!!!!😁😍💗🙏🐱🐈💞I'm very happy it's free but when is it coming out??? and please make the other toca life games free! like to a life pets, toca life town, toca life after school and........ any other toca Boca game! 😁💕💞🐈🐈💗# I 💗 TOCA BOCA.",positive
253,Apps & Games,Jet Man 3D,$7.99,1,Managed to get past parental controls without requiring a password. Have to call Amazon customer service and hope for a refund,negative
254,Apps & Games,Jet Man 3D,$7.99,1,Watch your kids when they go tap crazy on their tablet. I need a refund as my 5 year old purchased through ads. Thanks!,negative
255,Apps & Games,Jet Man 3D,$7.99,1,This app managed to get past the parental settings on my son's tablet and did not require a password. Guess I'm stuck with the charge thanks to Amazon's games and apps policies.,negative
256,Apps & Games,Jet Man 3D,$7.99,1,Wish I could get a refund,negative
257,Apps & Games,Jet Man 3D,$7.99,1,Child purchased accidentally and I cannot return for refund.,negative
258,Apps & Games,Jet Man 3D,$7.99,1,Accidental purchase by child and no refund option,negative
259,Apps & Games,Jet Man 3D,$7.99,5,It a nice game something I would recommend,positive
260,Apps & Games,Jet Man 3D,$7.99,1,"Great grandson took my tablet and charge a 8.55 dollar game, can not figure out how to resolve this, it my fault he has his own profile but i left it on mine and since i have to leave a charge card on my account the game he want went through, i do not know how to resolve this issure",negative
261,Apps & Games,Jet Man 3D,$7.99,,This is a copy of iron man.,fair
262,Apps & Games,Jet Man 3D,$7.99,,"Not sure how it allowed it, but this was purchased by a child without asking for a password. This should not be possible.",fair
263,Apps & Games,Battle of Pocket Tanks,$7.99,4,Fun game and I am the first to rate the app!,positive
264,Apps & Games,Battle of Pocket Tanks,$7.99,2,Good,negative
265,Apps & Games,Battle of Pocket Tanks,$7.99,4,Easy but hard,positive
266,Apps & Games,Battle of Pocket Tanks,$7.99,2,With no tutorial many new players can't figure it out *me*(cough) if they added a tutorial the graphics look good I would rate it 4 stars,negative
267,Apps & Games,Battle of Pocket Tanks,$7.99,1,scam app that gets past parental control and passwords locks.,negative
268,Apps & Games,Battle of Pocket Tanks,$7.99,1,Need to cancel was download by kid,negative
269,Apps & Games,Battle of Pocket Tanks,$7.99,1,Bypassed parental control setting. 3 year old clicked into it by mistake. I need a refund as this game is not authorized by an adult nor a age appropriate game. Want my refund,negative
270,Apps & Games,Battle of Pocket Tanks,$7.99,1,My child was able to purchase this app even though parental controls were on,negative
271,Apps & Games,Battle of Pocket Tanks,$7.99,1,My child was able to purchase this app even though parental controls were on,negative
272,Apps & Games,Battle of Pocket Tanks,$7.99,1,My son downloaded this game nit knowing we would be charged for it. We do have parental locks on his tablet.,negative
273,Apps & Games,Gacha Life,$12.99,4,I love it! Its just a bit pricy.and I'm getting weird things on the game but I love to customize! Thank you for your time😚,positive
274,Apps & Games,Gacha Life,$12.99,4,It can sometimes glitch which I don't like please fix it😁,positive
275,Apps & Games,Gacha Life,$12.99,4,"I like Gacha life it's really fun but some times it glitches
I like it though",positive
276,Apps & Games,Gacha Life,$12.99,4,Love the game is fun and interesting I would give it 5 stars if it didn't glich so much and I got it for free! {it coast money now},positive
277,Apps & Games,Gacha Life,$12.99,4,"So, this game is fun, creative and kid friendly but here is the thing, yesterday I worked on my gacha character then I played some fun games but when I when back to MY character, there was a.. GACHA GLITCH this isn't any cache glitch I recommend you people fix the glitches, or else this game would just be a urban legend or even a rumor! I am just warning you people be careful!",positive
278,Apps & Games,Gacha Life,$12.99,4,GL is really fun when you're in just about any mode. However there are some things I would like updated. #1 Link should add a Villain preset so we can start from scratch. #2 they should add in a few more presets to the preset page. #3 if they added an adjust feature in GL then we could make a LOT more presets and ocs. Overall I think its great and you should download it if you haven't already.,positive
279,Apps & Games,Gacha Life,$12.99,5,Great game it's just the ads that are pulling me off Trying to make gacha stories But it keeps giving me ads and also it keeps getting This glitch And it's turning all of my characters into this Weird character It's a nice game And it's totally worth The money Just please stop the ads .😰😰😭😭,positive
280,Apps & Games,Gacha Life,$12.99,5,Its the best! And I know that the developer also made Gacha club and both of them are great! But..I just wish there was another one that would work on this type of tablet,positive
281,Apps & Games,Gacha Life,$12.99,5,"I love this game even though it was 12.99 to get. Things that I think should be added: #1 Adjusting look I know we have gacha club but still if adjusting is added think of all the oc's and presets can be made.
#2 blank preset if a blank preset is added people could start from scratch it would be really helpful to me and others to make oc's characters from our fave things etc.
#3 option to talk in life mode"" please add talking in life mode to make it more... fun.
Well that's all even though it's a ""short review"" I hope this was helpful and gets added.",positive
282,Apps & Games,Gacha Life,$12.99,4,Weird but holds a 6 yo attention for at least an hour,positive
