,cate,product,cost,review_star,review,tag
84,Handmade Products,You Look Amazing Mirror Decal Vinyl Decal Bathroom Decor Shower Door Decal 18x2.5 inch,$9.99,5,"This sticker looks exactly like the product photo and was easy enough to put on the mirror. I'm a bit of a perfectionist, so when I was trying to line it up, a bit of the right side stuck and while mostly it was okay, part of the decal ripped a bit, so I sucked it up and just stuck it back down where it had been. Overall, I'm quite happy with how it turned out... love the font :)",positive
85,Handmade Products,You Look Amazing Mirror Decal Vinyl Decal Bathroom Decor Shower Door Decal 18x2.5 inch,$9.99,5,This is such a lovely little touch to our guest bathroom...it was simple to install and came exactly as described. We just love it.,positive
86,Handmade Products,You Look Amazing Mirror Decal Vinyl Decal Bathroom Decor Shower Door Decal 18x2.5 inch,$9.99,5,Looks like it came on the mirror. I love it!,positive
87,Handmade Products,You Look Amazing Mirror Decal Vinyl Decal Bathroom Decor Shower Door Decal 18x2.5 inch,$9.99,5,Easy to apply on mirror. Great value for the price!,positive
88,Handmade Products,You Look Amazing Mirror Decal Vinyl Decal Bathroom Decor Shower Door Decal 18x2.5 inch,$9.99,5,"Very easy to put on mirror, it looks great in my hair studio. It adds a nice flare. It’s a delicate addition to anyone decorating their space.",positive
89,Handmade Products,You Look Amazing Mirror Decal Vinyl Decal Bathroom Decor Shower Door Decal 18x2.5 inch,$9.99,5,I put this on a mirror in the ladies room at work. No one knows it was me and I love hearing people talk about how it made their day.,positive
90,Handmade Products,You Look Amazing Mirror Decal Vinyl Decal Bathroom Decor Shower Door Decal 18x2.5 inch,$9.99,5,Very easy to apply and looks great. It's wonderful to start the morning with a positive attitude every day.,positive
91,Handmade Products,You Look Amazing Mirror Decal Vinyl Decal Bathroom Decor Shower Door Decal 18x2.5 inch,$9.99,5,This is very pretty 😍😍,positive
92,Handmade Products,You Look Amazing Mirror Decal Vinyl Decal Bathroom Decor Shower Door Decal 18x2.5 inch,$9.99,5,"After remodeling my bathroom, this was the perfect finish!",positive
93,Handmade Products,You Look Amazing Mirror Decal Vinyl Decal Bathroom Decor Shower Door Decal 18x2.5 inch,$9.99,5,easy to put on and it is cute and inspiring.,positive
94,Handmade Products,Fake Nose Rings,$4.99 - $9.45,5,"So, my daughter wanted to try wearing a nose ring without the hassle of actually piercing her nose, not knowing how she would like it. Well, turns out she loves this ring. It gives her the ability to wear it whenever she wants, yet not have to deal with a hole in the nose. Looks great and she swears it feels perfect.",positive
95,Handmade Products,Fake Nose Rings,$4.99 - $9.45,5,"I put this on/in my nose on July 10th and it is still there today, August 15. I don’t even notice it’s there. Shower, sleep, nose blowing, whatever. This ring does not move. It look so legit. No one believes me when I say it’s not an actual piercing. Love!!",positive
96,Handmade Products,Fake Nose Rings,$4.99 - $9.45,5,Super fun and cute. Looks really pierced. I get compliments every time I wear it.,positive
97,Handmade Products,Fake Nose Rings,$4.99 - $9.45,4,"I bought this for my child since no one will pierce their nose until they are 15-16. I figured this would keep them from trying to DIY it, it looks cute and doesn't fall out often. They like it a lot.",positive
98,Handmade Products,Fake Nose Rings,$4.99 - $9.45,5,It fit my niece well looked real so cute but smaller then I though but still I wish I could find a real one like this one,positive
99,Handmade Products,Fake Nose Rings,$4.99 - $9.45,5,"I bought this without much expectation, but it looks so real! I absolutely love it. I can wear it all day/night without issue. Totally worth it.",positive
100,Handmade Products,Fake Nose Rings,$4.99 - $9.45,3,The nose fits nicely but they will fall off and because it’s dainty which I like they get lost quickly. I wish there was a little magnet or something to keep it in place but if you’re going to wear it for pictures it’s good,fair
101,Handmade Products,Fake Nose Rings,$4.99 - $9.45,5,It was a gift. She loves it!,positive
102,Handmade Products,Fake Nose Rings,$4.99 - $9.45,3,cute but mine is a bit sharp so it hurts after a while,fair
103,Handmade Products,Fake Nose Rings,$4.99 - $9.45,5,No direction came with this. Looked for video or directions and there was nothing. I lost it the first night. Not easy to figure out how to keep on at all,positive
104,Handmade Products,Surfer Beach Bracelet Set Men & Women - Braided Boho Summer Bracelets - Handmade Festival Jewelry - 100% Waterproof & Adjustable - Friendship Gift - Ethnic Hippie Style,$10.99 - $11.99,4,Love the colors and patterns. Only negative are strings are a bit long,positive
105,Handmade Products,Surfer Beach Bracelet Set Men & Women - Braided Boho Summer Bracelets - Handmade Festival Jewelry - 100% Waterproof & Adjustable - Friendship Gift - Ethnic Hippie Style,$10.99 - $11.99,4,There perfect true to size good quality but it would soon get worn out or break,positive
106,Handmade Products,Surfer Beach Bracelet Set Men & Women - Braided Boho Summer Bracelets - Handmade Festival Jewelry - 100% Waterproof & Adjustable - Friendship Gift - Ethnic Hippie Style,$10.99 - $11.99,5,I bought a set about 3 months ago and have been wearing them non stop since I got them in. They are still holding up really well!,positive
107,Handmade Products,Surfer Beach Bracelet Set Men & Women - Braided Boho Summer Bracelets - Handmade Festival Jewelry - 100% Waterproof & Adjustable - Friendship Gift - Ethnic Hippie Style,$10.99 - $11.99,5,"I love my bracelets. They are large , so I knotted it and cut and burned the ends to make it shorter. I wish they sold small and large sized. These being the larger.",positive
108,Handmade Products,Surfer Beach Bracelet Set Men & Women - Braided Boho Summer Bracelets - Handmade Festival Jewelry - 100% Waterproof & Adjustable - Friendship Gift - Ethnic Hippie Style,$10.99 - $11.99,5,"super dope, exactly what i wanted. great quality.",positive
109,Handmade Products,Surfer Beach Bracelet Set Men & Women - Braided Boho Summer Bracelets - Handmade Festival Jewelry - 100% Waterproof & Adjustable - Friendship Gift - Ethnic Hippie Style,$10.99 - $11.99,5,Bought for my son and I to have a matching'ish set. We love them. Thick and sturdy. Thank you.,positive
110,Handmade Products,Surfer Beach Bracelet Set Men & Women - Braided Boho Summer Bracelets - Handmade Festival Jewelry - 100% Waterproof & Adjustable - Friendship Gift - Ethnic Hippie Style,$10.99 - $11.99,4,great colors but the cord is distractingly long if you have small wrists,positive
111,Handmade Products,Surfer Beach Bracelet Set Men & Women - Braided Boho Summer Bracelets - Handmade Festival Jewelry - 100% Waterproof & Adjustable - Friendship Gift - Ethnic Hippie Style,$10.99 - $11.99,5,Looking for colorful bracelets to wear to beach and these are perfect. I ordered several sets and plan to mix them all together.,positive
112,Handmade Products,Surfer Beach Bracelet Set Men & Women - Braided Boho Summer Bracelets - Handmade Festival Jewelry - 100% Waterproof & Adjustable - Friendship Gift - Ethnic Hippie Style,$10.99 - $11.99,5,These are solid and the colors are great! My nephew is a surfer and will love them!,positive
113,Handmade Products,Surfer Beach Bracelet Set Men & Women - Braided Boho Summer Bracelets - Handmade Festival Jewelry - 100% Waterproof & Adjustable - Friendship Gift - Ethnic Hippie Style,$10.99 - $11.99,5,Just as expected. Look good and so far it seems they are pretty well made.,positive
114,Handmade Products,BOKIIWAY Handmade Beaded Boho Watch Bracelet Band Compatible with Apple Watch 38mm/40mm/41mm/42mm/44mm/45mm-Watch Strap for Iwatch Series 7/6/5/4/3/2/1/SE for Women,$37.79,4,I was very excited when I opened the package because the band is cute & you can tell it is made well. The only complaint I have is that it slides around on my arm and I constantly have to move the watch face back in place.,positive
115,Handmade Products,BOKIIWAY Handmade Beaded Boho Watch Bracelet Band Compatible with Apple Watch 38mm/40mm/41mm/42mm/44mm/45mm-Watch Strap for Iwatch Series 7/6/5/4/3/2/1/SE for Women,$37.79,4,"Nice upgrade to all the basic Apple Watch bands, attaches securely. In order to make the watch function properly, you have to be careful to wrap the band tightly enough that the watch doesn't fit too loosely, so you may have to play around with it until you get the right fit. Overall, however, I love the look and am very happy with this purchase.",positive
116,Handmade Products,BOKIIWAY Handmade Beaded Boho Watch Bracelet Band Compatible with Apple Watch 38mm/40mm/41mm/42mm/44mm/45mm-Watch Strap for Iwatch Series 7/6/5/4/3/2/1/SE for Women,$37.79,5,After reading reviews I can tell u people are not hippies!!! After you strap it on and wrap it once around the copper clasp make sure to tuck the remaining rope back under so the the knot grabs and helps to hold it in place. See pic. Then pull tight. See pic.,positive
117,Handmade Products,BOKIIWAY Handmade Beaded Boho Watch Bracelet Band Compatible with Apple Watch 38mm/40mm/41mm/42mm/44mm/45mm-Watch Strap for Iwatch Series 7/6/5/4/3/2/1/SE for Women,$37.79,5,Love the customizable wrist band!,positive
118,Handmade Products,BOKIIWAY Handmade Beaded Boho Watch Bracelet Band Compatible with Apple Watch 38mm/40mm/41mm/42mm/44mm/45mm-Watch Strap for Iwatch Series 7/6/5/4/3/2/1/SE for Women,$37.79,5,I initially saw an ad on social media for this same watch band but it was $30 more expensive! Found this one on amazon and I love it! Fits well and very stylish. Not as useful for sturdiness but looks great for a date night watch band!,positive
119,Handmade Products,BOKIIWAY Handmade Beaded Boho Watch Bracelet Band Compatible with Apple Watch 38mm/40mm/41mm/42mm/44mm/45mm-Watch Strap for Iwatch Series 7/6/5/4/3/2/1/SE for Women,$37.79,5,"Don't hesitate, just buy it. Got tonnnns of compliments on it. Def a wide size range which is perfect for my small wrists :) good Cape Diablo dupe",positive
120,Handmade Products,BOKIIWAY Handmade Beaded Boho Watch Bracelet Band Compatible with Apple Watch 38mm/40mm/41mm/42mm/44mm/45mm-Watch Strap for Iwatch Series 7/6/5/4/3/2/1/SE for Women,$37.79,4,"Priced nicely, beautiful craftsmanship, perfectly sized, and very comfortable. I purchased this watch band to give myself a dressier option for my Apple Watch. It doesn’t disappoint. My only complaint is how hard it is to secure the band on, as it’s very difficult to do by yourself.",positive
121,Handmade Products,BOKIIWAY Handmade Beaded Boho Watch Bracelet Band Compatible with Apple Watch 38mm/40mm/41mm/42mm/44mm/45mm-Watch Strap for Iwatch Series 7/6/5/4/3/2/1/SE for Women,$37.79,3,"Not a good choice for someone that lives alone, it takes two to put it on. Not comfortable either. Looks nice until it loosens up.",fair
122,Handmade Products,BOKIIWAY Handmade Beaded Boho Watch Bracelet Band Compatible with Apple Watch 38mm/40mm/41mm/42mm/44mm/45mm-Watch Strap for Iwatch Series 7/6/5/4/3/2/1/SE for Women,$37.79,3,"I’ve wanted this band for a while, but I usually don’t spend more than $20 on a band. I finally broke down and ordered it. I love everything about the band except the clasp, which is a rather important part. It is like cheap jewelry that you get from a bubblegum machine.",fair
123,Handmade Products,BOKIIWAY Handmade Beaded Boho Watch Bracelet Band Compatible with Apple Watch 38mm/40mm/41mm/42mm/44mm/45mm-Watch Strap for Iwatch Series 7/6/5/4/3/2/1/SE for Women,$37.79,3,"The product is beautiful and looks so cute on but is heavy and the actual watch face get loose while wearing it after a little bit i wore it today and I had to constantly fix it because I was getting tight and the thin side and loose very loose on the face watch. I don’t know if that’s how it fits everybody but on my it was very very heavy on and had to fix it all
Day!",fair
124,Handmade Products,Inspirational Positive Quotes Wall Decor - She Whispered Back I Am The Storm - Hippie Boho Wall Art - Motivational Poster - Encouragement Gifts for Women - Rustic Bedroom Living Room Home Office,$12.95,5,This is a gift and it has been framed by my brother whom is an artist! I cannot wait to give it to the recipient! I also bought one for myself!!!,positive
125,Handmade Products,Inspirational Positive Quotes Wall Decor - She Whispered Back I Am The Storm - Hippie Boho Wall Art - Motivational Poster - Encouragement Gifts for Women - Rustic Bedroom Living Room Home Office,$12.95,5,Gave as a graduation gift - it was packaged well and was a perfect gift!,positive
126,Handmade Products,Inspirational Positive Quotes Wall Decor - She Whispered Back I Am The Storm - Hippie Boho Wall Art - Motivational Poster - Encouragement Gifts for Women - Rustic Bedroom Living Room Home Office,$12.95,5,Very good quality.,positive
127,Handmade Products,Inspirational Positive Quotes Wall Decor - She Whispered Back I Am The Storm - Hippie Boho Wall Art - Motivational Poster - Encouragement Gifts for Women - Rustic Bedroom Living Room Home Office,$12.95,5,This is a wonderful gift to a daughter,positive
128,Handmade Products,Inspirational Positive Quotes Wall Decor - She Whispered Back I Am The Storm - Hippie Boho Wall Art - Motivational Poster - Encouragement Gifts for Women - Rustic Bedroom Living Room Home Office,$12.95,5,"Print was clear, artistic and of good paper quality",positive
129,Handmade Products,Inspirational Positive Quotes Wall Decor - She Whispered Back I Am The Storm - Hippie Boho Wall Art - Motivational Poster - Encouragement Gifts for Women - Rustic Bedroom Living Room Home Office,$12.95,5,The photo and wording were perfect!,positive
130,Handmade Products,Inspirational Positive Quotes Wall Decor - She Whispered Back I Am The Storm - Hippie Boho Wall Art - Motivational Poster - Encouragement Gifts for Women - Rustic Bedroom Living Room Home Office,$12.95,5,"The product was perfect, delivery was poor. The shipping label was partially torn off during transit making it undeliverable by USPS and so arrived late for my gift giving.",positive
131,Handmade Products,Inspirational Positive Quotes Wall Decor - She Whispered Back I Am The Storm - Hippie Boho Wall Art - Motivational Poster - Encouragement Gifts for Women - Rustic Bedroom Living Room Home Office,$12.95,5,Excellent quality!,positive
132,Handmade Products,Inspirational Positive Quotes Wall Decor - She Whispered Back I Am The Storm - Hippie Boho Wall Art - Motivational Poster - Encouragement Gifts for Women - Rustic Bedroom Living Room Home Office,$12.95,5,Like the quality and plan to use poster for inspiration,positive
133,Handmade Products,Inspirational Positive Quotes Wall Decor - She Whispered Back I Am The Storm - Hippie Boho Wall Art - Motivational Poster - Encouragement Gifts for Women - Rustic Bedroom Living Room Home Office,$12.95,5,The colors are vibrant and love the saying! Delivered on time as well.,positive
134,Handmade Products,"In Case No One Told You Today, Hello, Good Morning, You Belong Here, You're Doing Great, We Believe In You, Classroom Signs, Teacher Classroom Decor, 8x10 inch - UNFRAMED",$10.49,5,This was a gift for my daughter who is a teacher and she liked it for her classroom,positive
135,Handmade Products,"In Case No One Told You Today, Hello, Good Morning, You Belong Here, You're Doing Great, We Believe In You, Classroom Signs, Teacher Classroom Decor, 8x10 inch - UNFRAMED",$10.49,5,This is lovely. Laminated with high quality plastic. I hung it in my classroom and it will last for years.,positive
136,Handmade Products,"In Case No One Told You Today, Hello, Good Morning, You Belong Here, You're Doing Great, We Believe In You, Classroom Signs, Teacher Classroom Decor, 8x10 inch - UNFRAMED",$10.49,3,I really like this sign but When I received this item it was in a small soft package and it was rolled up and bent.,fair
137,Handmade Products,"In Case No One Told You Today, Hello, Good Morning, You Belong Here, You're Doing Great, We Believe In You, Classroom Signs, Teacher Classroom Decor, 8x10 inch - UNFRAMED",$10.49,5,Bought as a present for my grandson teachers. Easy to frame. Standard size,positive
138,Handmade Products,"In Case No One Told You Today, Hello, Good Morning, You Belong Here, You're Doing Great, We Believe In You, Classroom Signs, Teacher Classroom Decor, 8x10 inch - UNFRAMED",$10.49,2,"I would not consider this a high quality art print on high quality art paper. It is more like words printed on sparkly card stock. I own a similar card stock & believe I could make this for a fraction of the price. In my opinion this is overpriced, and I am not satisfied with the purchase.",negative
139,Handmade Products,"In Case No One Told You Today, Hello, Good Morning, You Belong Here, You're Doing Great, We Believe In You, Classroom Signs, Teacher Classroom Decor, 8x10 inch - UNFRAMED",$10.49,1,Print these same words yourself on card stock for about 10cents. Don’t waste your money buying this unframed saying.,negative
140,Handmade Products,"In Case No One Told You Today, Hello, Good Morning, You Belong Here, You're Doing Great, We Believe In You, Classroom Signs, Teacher Classroom Decor, 8x10 inch - UNFRAMED",$10.49,1,"We bought this from a teacher wishlist. Didn’t realize IT DOES NOT COME IN A FRAME. I know I should have read the description.
Why is this black and white card stick print $10!?!?
My daughter was displeased, and we will send it back. Probably just make our own craft with these words.",negative
141,Handmade Products,"Teacher Lanyard – Beaded Lanyard with Personalized Name Tag – Cute Lanyard with ID Holder – Keychain Lanyard for Students, Nurses, Teachers - Teacher Gift - By the Graces",$24.95,4,"The name plate, beads, and rings are 5 stars plus. The mail packaging with a personalized sticker and lanyard bag is such great marketing. There was some problems I should have noticed from the photos, because it wasn't like they were hiding it and some were just unique to my order maybe. One as another reviewer mentioned, the paracord is as thin as 4 ply yarn which makes it a little uncomfortable on your bare neck if you add any weight to it like keys, whistle, or etcetera. Second when I tried to test yank the clasp to see if it was breakaway for any special education student who might yank it, it did not break away on my neck and again was uncomfortable. I took it off my neck and tried to pull it apart with all my strength and it wouldn't separate. I tried to twist it apart and the clasp still didn't break away. I got to admit that paracord and clasp is strong, because all that full strength yanking on that paracord and clasp and neither snapped or broke. Another small thing was the tassle was broke in the package, but that can be super glued back in. I am keeping it and just wearing it with a second lanyard, as I am genuinely impressed except for the paracord and clasp which like I said I should have noticed in the pictures. So if you are not holding a lot or not in special education definitely get this!",positive
142,Handmade Products,"Teacher Lanyard – Beaded Lanyard with Personalized Name Tag – Cute Lanyard with ID Holder – Keychain Lanyard for Students, Nurses, Teachers - Teacher Gift - By the Graces",$24.95,5,"I ordered myself a new teacher lanyard and am blown away by not just the product itself but also by the obvious care and pride this business owner shows. My lanyard is PERFECT…down to my name on one side and my monogram on the other. It arrived in a pretty drawstring pouch with a wooden seller logo attached. Also on my package was a personalized sticker. Yes, stuff like that matters to me. It shows me the obvious pride this owner has in their work. This would make an incredible teacher gift!!!",positive
143,Handmade Products,"Teacher Lanyard – Beaded Lanyard with Personalized Name Tag – Cute Lanyard with ID Holder – Keychain Lanyard for Students, Nurses, Teachers - Teacher Gift - By the Graces",$24.95,5,"This lanyard is lightweight but durable. The turn around time for a handmade product was very prompt and the quality is incredible. It's stylish and fun, and I was able to attach my whistle and a treasured bauble from a former student as well as putting my ID badge in the optional add on badge holder. I would absolutely use this seller again either for myself or to gift. Very impressed!!",positive
144,Handmade Products,"Teacher Lanyard – Beaded Lanyard with Personalized Name Tag – Cute Lanyard with ID Holder – Keychain Lanyard for Students, Nurses, Teachers - Teacher Gift - By the Graces",$24.95,5,This came up on may FB suggestions….and I was so ecstatic as my entire team has them from last year! I loved it and couldn’t wait to order!!! I was so EXCITED opening the package! It was personalized and I couldn’t even remember what I’d ordered! But was delighted when I saw! It is so nice and since all of my team has them I can say will hold up nicely! Thanks so much!,positive
145,Handmade Products,"Teacher Lanyard – Beaded Lanyard with Personalized Name Tag – Cute Lanyard with ID Holder – Keychain Lanyard for Students, Nurses, Teachers - Teacher Gift - By the Graces",$24.95,5,"WOW! I got this based on the reviews and they weren’t lying! This lanyard is PeRfEcT! The packaging is so cute and happy! The quality is really good and it is lightweight. I absolutely love this lanyard!! They take a lot of care to make and package these orders! But yet, FAST SHIPPING! It even has a little card that you can scan if you need help with your order. This would make a great teacher gift! A proceed also goes to teachers! What are you waiting for? Put it in your cart!",positive
146,Handmade Products,"Teacher Lanyard – Beaded Lanyard with Personalized Name Tag – Cute Lanyard with ID Holder – Keychain Lanyard for Students, Nurses, Teachers - Teacher Gift - By the Graces",$24.95,5,"I never write reviews but this has to be the nicest, best quality custom lanyard from Amazon I’ve ever purchased. Everything from the packaging down to the product. The quality is amazing and I am so happy with how it turned out!",positive
147,Handmade Products,"Teacher Lanyard – Beaded Lanyard with Personalized Name Tag – Cute Lanyard with ID Holder – Keychain Lanyard for Students, Nurses, Teachers - Teacher Gift - By the Graces",$24.95,5,Love this. I can wear it all day and don’t even notice it. Looks great. I’ve had multiple other teachers ask me where I got mine. It doesn’t take long to receive either. I highly recommend!,positive
148,Handmade Products,"Teacher Lanyard – Beaded Lanyard with Personalized Name Tag – Cute Lanyard with ID Holder – Keychain Lanyard for Students, Nurses, Teachers - Teacher Gift - By the Graces",$24.95,5,I absolutely love this custom lanyard that I purchased. It came super fast. It’s super cute. It was packaged with such great care. You can just tell that this seller cares about their customers and their products. 10/10 recommend.,positive
149,Handmade Products,"Teacher Lanyard – Beaded Lanyard with Personalized Name Tag – Cute Lanyard with ID Holder – Keychain Lanyard for Students, Nurses, Teachers - Teacher Gift - By the Graces",$24.95,5,I purchased this lanyard for my daughter and she loves it! It is beautifully made and lightweight. I contacted the owner when I realized that I had made a mistake on the personalization of my first order. She was wonderful to work with and went out of her way to make the order right even though it was MY mistake. I absolutely recommend By the Graces and will order from this great business again.,positive
150,Handmade Products,"Teacher Lanyard – Beaded Lanyard with Personalized Name Tag – Cute Lanyard with ID Holder – Keychain Lanyard for Students, Nurses, Teachers - Teacher Gift - By the Graces",$24.95,5,Working with “By the Graces” has been a wonderful experience. Their packaging is so thoughtful and the product is well made and high quality. I’ll be gifting these to my coworkers!,positive
151,Handmade Products,Baby Name Bar id Bracelet Baby Gift Personalized gift 16k Gold Plated Dainty Hand Stamp Your Baby Name Customized New Born to Children First Birthday Great Gift,$15.98,4,I purchased the rose gold bracelet for my 3 month old granddaughter. It came in a cute little drawer style box. The fit is adjustable so it fits her really good now and I'm sure she will get to wear it well after she turns a year old. Great purchase!!,positive
152,Handmade Products,Baby Name Bar id Bracelet Baby Gift Personalized gift 16k Gold Plated Dainty Hand Stamp Your Baby Name Customized New Born to Children First Birthday Great Gift,$15.98,4,It was nice but I wish the heart was more in the middle still did a nice job tho and I thought the bracelet band was a little bit more thicker it’s a little too thin but that’s ok,positive
153,Handmade Products,Baby Name Bar id Bracelet Baby Gift Personalized gift 16k Gold Plated Dainty Hand Stamp Your Baby Name Customized New Born to Children First Birthday Great Gift,$15.98,4,this was a cute little bracelet for the money but the name is very hard to read.,positive
154,Handmade Products,Baby Name Bar id Bracelet Baby Gift Personalized gift 16k Gold Plated Dainty Hand Stamp Your Baby Name Customized New Born to Children First Birthday Great Gift,$15.98,5,"I love the bracelet we got. I'm not sure if the color will fade over time or not, but I mean it wasn't that expensive so I'm not to pressed if it does. The engraving is really pretty. I got this bracelet for my daughter because she loves when other people wear jewelry and loves looking at it/playing with it. When I tried her bracelet on her she got all excited, so as long as it makes my baby girl happy I'm happy!",positive
155,Handmade Products,Baby Name Bar id Bracelet Baby Gift Personalized gift 16k Gold Plated Dainty Hand Stamp Your Baby Name Customized New Born to Children First Birthday Great Gift,$15.98,4,Love it Bar is a bit too small bit can work with,positive
156,Handmade Products,Baby Name Bar id Bracelet Baby Gift Personalized gift 16k Gold Plated Dainty Hand Stamp Your Baby Name Customized New Born to Children First Birthday Great Gift,$15.98,5,We have bought two bracelets for both our daughters & we absolutely love them. They’re great quality. Will definitely be buying again as our girls grow.,positive
157,Handmade Products,Baby Name Bar id Bracelet Baby Gift Personalized gift 16k Gold Plated Dainty Hand Stamp Your Baby Name Customized New Born to Children First Birthday Great Gift,$15.98,5,"The seller is very accommodating. There was a mix-up but the seller was very responsive and the bracelet was replaced with no hassles. This seller is a five star seller! The bracelet is beautiful and easy to read, well worth the price.",positive
158,Handmade Products,Baby Name Bar id Bracelet Baby Gift Personalized gift 16k Gold Plated Dainty Hand Stamp Your Baby Name Customized New Born to Children First Birthday Great Gift,$15.98,5,The writing was so faint that I could barely see it.,positive
159,Handmade Products,Baby Name Bar id Bracelet Baby Gift Personalized gift 16k Gold Plated Dainty Hand Stamp Your Baby Name Customized New Born to Children First Birthday Great Gift,$15.98,4,It was just hard to read it because the ingravement was so light.,positive
160,Handmade Products,Baby Name Bar id Bracelet Baby Gift Personalized gift 16k Gold Plated Dainty Hand Stamp Your Baby Name Customized New Born to Children First Birthday Great Gift,$15.98,5,Good price what it was cute fit good,positive
161,Handmade Products,"Funny Kitchen Towels, Drinking Themed Puns, Flour Sack Dish Towel, Sweet Housewarming Gift, White or Gray",$12.95,4,"Super cute towel - I purchased as a gift. The only negative is the price. It's a very thin non absorbant towel, not worth $15. I searched the internet to see if I could find it cheaper but Etsy was just as expensive. I still purchased it though because I knew my friend would like it.",positive
162,Handmade Products,"Funny Kitchen Towels, Drinking Themed Puns, Flour Sack Dish Towel, Sweet Housewarming Gift, White or Gray",$12.95,5,Add this to a margarita themed gift basket to raffle off. It was perfect.,positive
163,Handmade Products,"Funny Kitchen Towels, Drinking Themed Puns, Flour Sack Dish Towel, Sweet Housewarming Gift, White or Gray",$12.95,5,Bought 2 for my margaritas loving friend and family. as an Gift,positive
164,Handmade Products,"Funny Kitchen Towels, Drinking Themed Puns, Flour Sack Dish Towel, Sweet Housewarming Gift, White or Gray",$12.95,5,Got this for a friends birthday. Coupled it with a Mud Pie Margarita salt plate. Perfect gift!!,positive
165,Handmade Products,"Funny Kitchen Towels, Drinking Themed Puns, Flour Sack Dish Towel, Sweet Housewarming Gift, White or Gray",$12.95,5,"I put this towel in a gift basket that I made with a whole margarita theme and it was the focal point right in the front! It was a funny statement and everyone loved it! I filled the basket with limes on the bottom, freezable margarita glasses, and a mix. It was a hit!",positive
166,Handmade Products,"Funny Kitchen Towels, Drinking Themed Puns, Flour Sack Dish Towel, Sweet Housewarming Gift, White or Gray",$12.95,5,Had to have these for my margarita drinking friends! Fun kitchen towels!,positive
167,Handmade Products,"Funny Kitchen Towels, Drinking Themed Puns, Flour Sack Dish Towel, Sweet Housewarming Gift, White or Gray",$12.95,5,Gave this to the person who found the lost shaker of salt! Lol,positive
168,Handmade Products,"Funny Kitchen Towels, Drinking Themed Puns, Flour Sack Dish Towel, Sweet Housewarming Gift, White or Gray",$12.95,5,Cute saying; perfect gift for a margarita-loving friend. Good quality product and fast shipping.,positive
169,Handmade Products,"Funny Kitchen Towels, Drinking Themed Puns, Flour Sack Dish Towel, Sweet Housewarming Gift, White or Gray",$12.95,3,Plain cloth fabric. Not towel-like more cloth-like,fair
170,Handmade Products,"Funny Kitchen Towels, Drinking Themed Puns, Flour Sack Dish Towel, Sweet Housewarming Gift, White or Gray",$12.95,3,"It’s definitely more the weight of a fabric napkin than a bar/dish towel. Cute and funny, but so thin.",fair
171,Handmade Products,Boho Classroom Decor It Is Okay To Be Yourself Classroom Wall Decor Teacher Gift Child Art Playroom Decor Classroom Quotes - UNFRAMED,$10.98 - $13.98,5,"I’m so happy with this! It came well packaged, and it looks so good framed (you will need to buy a frame). It looks even better in person!",positive
172,Handmade Products,"Mindset is Everything - Motivational Wall Art Poster for Home, Office - Gift for Entrepreneur, Student, Men, Teens - Inspirational Decor - Uplifting Self-Improvement Positive Quote - Shark Goldfish",$12.95,5,"Liked the whole idea, was going to use for motivation, but my wife took it first.",positive
173,Handmade Products,"Mindset is Everything - Motivational Wall Art Poster for Home, Office - Gift for Entrepreneur, Student, Men, Teens - Inspirational Decor - Uplifting Self-Improvement Positive Quote - Shark Goldfish",$12.95,5,I wanted my son to have this as a physical reminder that he can set his own goal's.,positive
174,Handmade Products,"Mindset is Everything - Motivational Wall Art Poster for Home, Office - Gift for Entrepreneur, Student, Men, Teens - Inspirational Decor - Uplifting Self-Improvement Positive Quote - Shark Goldfish",$12.95,5,I like the message. But not a great gift if not framed.,positive
175,Handmade Products,"Mindset is Everything - Motivational Wall Art Poster for Home, Office - Gift for Entrepreneur, Student, Men, Teens - Inspirational Decor - Uplifting Self-Improvement Positive Quote - Shark Goldfish",$12.95,5,This little photo gets several comments a week in my office. It says it all very clearly!,positive
176,Handmade Products,"Mindset is Everything - Motivational Wall Art Poster for Home, Office - Gift for Entrepreneur, Student, Men, Teens - Inspirational Decor - Uplifting Self-Improvement Positive Quote - Shark Goldfish",$12.95,5,Great conversation piece...love it,positive
177,Handmade Products,"Mindset is Everything - Motivational Wall Art Poster for Home, Office - Gift for Entrepreneur, Student, Men, Teens - Inspirational Decor - Uplifting Self-Improvement Positive Quote - Shark Goldfish",$12.95,4,My husband and I bought this as a Christmas gift for my husband's little brother. He loved it to add to his little poster collection.,positive
178,Handmade Products,"Mindset is Everything - Motivational Wall Art Poster for Home, Office - Gift for Entrepreneur, Student, Men, Teens - Inspirational Decor - Uplifting Self-Improvement Positive Quote - Shark Goldfish",$12.95,2,"This is a cute picture, but definitely not worth the nearly $13 I paid for it. Too small to get much notice in my classroom. My fault though for not reading carefully; still I think the seller should add the picture size to the title.",negative
179,Handmade Products,"Mindset is Everything - Motivational Wall Art Poster for Home, Office - Gift for Entrepreneur, Student, Men, Teens - Inspirational Decor - Uplifting Self-Improvement Positive Quote - Shark Goldfish",$12.95,5,I used it in my washroom! It is really cute,positive
